"type of registration";"type of fuel";"month";"Private cars";"Buses";"Vans and motorhomes";"Lorries"
"Second-hand imported vehicles";"Other fuel";"2013M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2013M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2013M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2013M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2013M08";1;0;0;0
"Second-hand imported vehicles";"Other fuel";"2013M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2013M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2013M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2013M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2014M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2014M02";1;0;0;0
"Second-hand imported vehicles";"Other fuel";"2014M03";0;0;0;1
"Second-hand imported vehicles";"Other fuel";"2014M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2014M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2014M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2014M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2014M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2014M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2014M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2014M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2014M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2015M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2015M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2015M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2015M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2015M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2015M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2015M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2015M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2015M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2015M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2015M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2015M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2016M01";1;0;0;0
"Second-hand imported vehicles";"Other fuel";"2016M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2016M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2016M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2016M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2016M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2016M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2016M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2016M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2016M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2016M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2016M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2017M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2017M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2017M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2017M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2017M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2017M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2017M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2017M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2017M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2017M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2017M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2017M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2018M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2018M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2018M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2018M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2018M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2018M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2018M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2018M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2018M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2018M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2018M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2018M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2019M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2019M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2019M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2019M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2019M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2019M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2019M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2019M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2019M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2019M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2019M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2019M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2020M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2020M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2020M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2020M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2020M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2020M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2020M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2020M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2020M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2020M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2020M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2020M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2021M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2021M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2021M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2021M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2021M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2021M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2021M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2021M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2021M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2021M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2021M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2021M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2022M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2022M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2022M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2022M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2022M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2022M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2022M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2022M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2022M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2022M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2022M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2022M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2023M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2023M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2023M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2023M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2023M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2023M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2023M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2023M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2023M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2023M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2023M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2023M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2024M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2024M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2024M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2024M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2024M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2024M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2024M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2024M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2024M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2024M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2024M11";0;0;0;0
